วันที่,เวลา,ประเภทมูลฝอย,จุดกำเนิด_หมวดหมู่,น้ำหนัก_กก,ผู้บันทึก
2026-06-07,10:30:00,มูลฝอยติดเชื้อ,คลินิก NCD,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-07,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-07,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-07,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,6.0,หัวหน้าแม่บ้าน Outsource
2026-06-07,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-07,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),10.0,หัวหน้าแม่บ้าน Outsource
2026-06-07,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),9.0,หัวหน้าแม่บ้าน Outsource
2026-06-07,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-06-07,16:00:00,มูลฝอยติดเชื้อ,งานยานพาหนะ,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-07,16:00:00,มูลฝอยติดเชื้อ,คลินิก NCD,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,5.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),3.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),18.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),23.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),4.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,10:30:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,10:30:00,มูลฝอยติดเชื้อ,งานซักฟอก,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,15:45:00,มูลฝอยรีไซเคิล,กระดาษกล่อง,4.0,นางวรีย์ คำผง
2026-06-08,15:45:00,มูลฝอยรีไซเคิล,เศษกระดาษ จับจ๊๊ว,20.0,นางวรีย์ คำผง
2026-06-08,16:00:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,30.0,นายชาตรี  สังข์สมศักดิ์
2026-06-08,16:00:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,150.0,นายชาตรี  สังข์สมศักดิ์
2026-06-08,16:00:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,45.0,นายชาตรี  สังข์สมศักดิ์
2026-06-08,16:00:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,26.0,นายชาตรี  สังข์สมศักดิ์
2026-06-08,16:00:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,32.0,นายชาตรี  สังข์สมศักดิ์
2026-06-08,16:00:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,23.0,นายชาตรี  สังข์สมศักดิ์
2026-06-08,16:00:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,62.0,นายชาตรี  สังข์สมศักดิ์
2026-06-08,16:00:00,มูลฝอยอินทรีย์,งานโภชนาการ,30.0,นายชาตรี  สังข์สมศักดิ์
2026-06-08,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,6.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,9.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,5.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),19.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),3.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),6.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,16:00:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,11.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,16:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,16:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-08,16:00:00,มูลฝอยติดเชื้อ,งานอื่นๆ,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,6.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,10.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),18.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),20.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),3.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),7.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,10:30:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,5.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,10:30:00,มูลฝอยติดเชื้อ,งานบริหาร,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,10:30:00,มูลฝอยติดเชื้อ,งานซักฟอก,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,5.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),6.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,16:00:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,16:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,16:00:00,มูลฝอยติดเชื้อ,งานซักฟอก,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,16:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,16:00:00,มูลฝอยติดเชื้อ,งานอื่นๆ,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-09,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,164.0,นายเจต  ทองแก้ว
2026-06-09,16:30:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,172.0,นายเจต  ทองแก้ว
2026-06-09,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,37.0,นายเจต  ทองแก้ว
2026-06-09,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,53.0,นายเจต  ทองแก้ว
2026-06-09,16:30:00,มูลฝอยอินทรีย์,งานโภชนาการ,19.0,นายเจต  ทองแก้ว
2026-06-10,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),2.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),21.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),24.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),5.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,10:30:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,10:30:00,มูลฝอยติดเชื้อ,งานซักฟอก,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,6.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),2.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,9.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),12.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),10.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),3.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,6.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,งานอื่นๆ,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,คลินิก NCD,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-10,16:00:00,มูลฝอยติดเชื้อ,งานจิตเวชและยาเสพติด.1,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,7.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),25.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),21.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),3.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,10:30:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,10:30:00,มูลฝอยติดเชื้อ,งานซักฟอก,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,8.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),12.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),3.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,8.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,งานอื่นๆ,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,คลินิก NCD,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-11,16:00:00,มูลฝอยติดเชื้อ,งานจิตเวชและยาเสพติด.1,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,15.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,5.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),12.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),20.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),34.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),6.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,10:30:00,มูลฝอยติดเชื้อ,คลินิก ANC,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,6.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),8.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),10.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),7.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,16:00:00,มูลฝอยติดเชื้อ,งานซักฟอก,6.0,หัวหน้าแม่บ้าน Outsource
2026-06-12,16:00:00,มูลฝอยติดเชื้อ,คลินิก NCD,8.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,23.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,5.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,12.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,6.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),14.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),10.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),5.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,10:30:00,มูลฝอยติดเชื้อ,งานบริหาร,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,10:30:00,มูลฝอยติดเชื้อ,งานจิตเวชและยาเสพติด.1,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,5.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),2.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,5.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),7.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),4.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),4.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,16:00:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,15.0,หัวหน้าแม่บ้าน Outsource
2026-06-13,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,155.0,นายเจต  ทองแก้ว
2026-06-13,16:30:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,172.0,นายเจต  ทองแก้ว
2026-06-13,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,36.0,นายเจต  ทองแก้ว
2026-06-13,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,34.0,นายเจต  ทองแก้ว
2026-06-13,16:30:00,มูลฝอยอินทรีย์,งานโภชนาการ,19.0,นายเจต  ทองแก้ว
2026-06-14,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,7.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,2.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),18.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),20.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),4.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),5.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,10:30:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,10:30:00,มูลฝอยติดเชื้อ,งานซักฟอก,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,5.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),3.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,16:00:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,6.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,16:00:00,มูลฝอยติดเชื้อ,งานซักฟอก,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,16:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,1.0,หัวหน้าแม่บ้าน Outsource
2026-06-14,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,134.0,นายเจต  ทองแก้ว
2026-06-14,16:30:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,152.0,นายเจต  ทองแก้ว
2026-06-14,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,32.0,นายเจต  ทองแก้ว
2026-06-14,16:30:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,43.0,นายเจต  ทองแก้ว
2026-06-14,16:30:00,มูลฝอยอินทรีย์,งานโภชนาการ,24.0,นายเจต  ทองแก้ว
2026-06-15,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,6.0,หัวหน้าแม่บ้าน Outsource
2026-06-15,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,4.0,หัวหน้าแม่บ้าน Outsource
2026-06-15,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),2.0,หัวหน้าแม่บ้าน Outsource
2026-06-15,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,3.0,หัวหน้าแม่บ้าน Outsource
2026-06-15,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,6.0,หัวหน้าแม่บ้าน Outsource
